Student_ID,Professor_ID,Student_Gender,Professor_Gender,Faculty,Satisfaction_Score
S01707,P098,Male,Male,Humanities,8.3
S01648,P093,Male,Female,Humanities,8.2
S01522,P087,Female,Female,Humanities,8.2
S00234,P014,Female,Male,Economics,6.8
S02124,P123,Female,Male,Translation,5.4
S02241,P128,Female,Male,Translation,9.5
S01001,P060,Female,Female,Law,9.2
S02225,P128,Female,Male,Translation,8.4
S00723,P044,Female,Male,Engineering,5.2
S00790,P048,Female,Male,Engineering,9.3
S01675,P096,Male,Female,Humanities,7.9
S00747,P045,Female,Male,Engineering,6.4
S01940,P113,Male,Female,Translation,6.2
S01645,P093,Female,Female,Humanities,8.4
S01013,P060,Female,Female,Law,9.3
S00205,P012,Female,Male,Economics,6.1
S01432,P081,Female,Female,Humanities,8.9
S01240,P071,Female,Male,Law,8.0
S00341,P019,Male,Male,Economics,6.6
S01825,P107,Female,Female,Translation,7.2
S01682,P097,Female,Male,Humanities,5.6
S00218,P013,Female,Male,Economics,6.1
S00792,P048,Female,Male,Engineering,8.7
S01974,P116,Female,Female,Translation,7.7
S01840,P109,Female,Female,Translation,7.8
S01192,P069,Female,Male,Law,7.0
S01280,P074,Female,Male,Law,7.0
S00467,P028,Female,Male,Economics,7.7
S01271,P073,Female,Male,Law,8.5
S01790,P104,Male,Male,Humanities,10.0
S00796,P048,Male,Male,Engineering,8.7
S02058,P120,Female,Female,Translation,7.2
S01154,P066,Female,Female,Law,9.2
S00141,P008,Female,Female,Economics,8.1
S01602,P091,Female,Female,Humanities,8.3
S00775,P047,Female,Male,Engineering,8.8
S02001,P117,Male,Female,Translation,10.0
S00547,P033,Female,Female,Engineering,8.9
S01207,P069,Female,Male,Law,7.2
S01233,P070,Male,Male,Law,6.3
S00827,P050,Male,Male,Engineering,9.4
S00068,P004,Male,Female,Economics,6.4
S01133,P065,Female,Female,Law,7.9
S01631,P092,Male,Female,Humanities,9.1
S00587,P036,Male,Male,Engineering,10.0
S00664,P040,Male,Male,Engineering,8.5
S00336,P019,Male,Male,Economics,9.2
S02233,P128,Female,Male,Translation,8.0
S00369,P021,Female,Male,Economics,9.5
S01601,P091,Female,Female,Humanities,8.0
S00252,P015,Male,Male,Economics,6.9
S01573,P089,Male,Female,Humanities,6.8
S00376,P021,Female,Male,Economics,10.0
S00402,P023,Female,Male,Economics,10.0
S01325,P075,Male,Male,Law,8.9
S00739,P044,Male,Male,Engineering,6.6
S02071,P120,Male,Female,Translation,8.5
S00631,P039,Female,Male,Engineering,9.0
S00155,P008,Female,Female,Economics,6.7
S02023,P118,Male,Female,Translation,10.0
S00583,P036,Female,Male,Engineering,10.0
S01754,P102,Female,Male,Humanities,8.8
S00502,P030,Female,Male,Economics,8.1
S02176,P125,Male,Male,Translation,7.4
S00519,P032,Female,Female,Engineering,7.5
S02141,P124,Female,Male,Translation,7.2
S00725,P044,Female,Male,Engineering,8.6
S01860,P110,Female,Female,Translation,7.2
S01209,P069,Male,Male,Law,7.2
S00261,P015,Male,Male,Economics,7.2
S01765,P103,Female,Male,Humanities,8.4
S00282,P016,Male,Male,Economics,6.9
S00612,P038,Female,Male,Engineering,8.5
S00310,P018,Female,Male,Economics,7.1
S00912,P055,Female,Male,Engineering,8.0
S01034,P061,Male,Female,Law,10.0
S00515,P031,Male,Female,Engineering,7.2
S00437,P027,Female,Male,Economics,5.8
S01937,P113,Male,Female,Translation,5.9
S00578,P035,Male,Female,Engineering,7.2
S00818,P050,Female,Male,Engineering,8.3
S00482,P029,Male,Male,Economics,6.9
S00984,P059,Female,Female,Law,6.3
S01037,P061,Male,Female,Law,9.7
S00854,P053,Female,Male,Engineering,7.5
S00349,P020,Female,Male,Economics,7.7
S00172,P009,Male,Female,Economics,6.8
S00719,P044,Female,Male,Engineering,6.1
S00543,P033,Female,Female,Engineering,6.1
S01242,P071,Female,Male,Law,9.4
S00604,P038,Female,Male,Engineering,7.8
S01255,P072,Female,Male,Law,8.7
S01947,P114,Female,Female,Translation,8.0
S00690,P042,Female,Male,Engineering,8.3
S01581,P090,Female,Female,Humanities,7.0
S00660,P040,Male,Male,Engineering,9.0
S00901,P055,Female,Male,Engineering,8.6
S01481,P084,Male,Female,Humanities,8.3
S01557,P088,Male,Female,Humanities,6.0
S01381,P078,Female,Male,Law,7.6
S01617,P091,Male,Female,Humanities,6.6
S01373,P078,Female,Male,Law,5.9
S01241,P071,Female,Male,Law,9.9
S00092,P005,Male,Female,Economics,8.6
S02088,P121,Female,Male,Translation,5.5
S01767,P103,Female,Male,Humanities,7.6
S00741,P044,Male,Male,Engineering,7.8
S02193,P126,Female,Male,Translation,7.6
S00791,P048,Female,Male,Engineering,8.1
S01744,P101,Male,Male,Humanities,7.6
S00605,P038,Female,Male,Engineering,8.8
S02199,P126,Female,Male,Translation,7.4
S01763,P103,Female,Male,Humanities,9.8
S01662,P095,Female,Female,Humanities,7.9
S02046,P119,Male,Female,Translation,5.9
S00195,P011,Female,Female,Economics,8.3
S01851,P109,Male,Female,Translation,7.4
S02239,P128,Female,Male,Translation,6.8
S00241,P014,Male,Male,Economics,7.3
S00394,P023,Female,Male,Economics,10.0
S00805,P049,Female,Male,Engineering,8.4
S02207,P127,Female,Male,Translation,7.1
S02232,P128,Female,Male,Translation,8.0
S01334,P076,Male,Male,Law,6.5
S00804,P048,Male,Male,Engineering,7.9
S01731,P100,Male,Male,Humanities,6.9
S01000,P060,Female,Female,Law,7.6
S02186,P126,Female,Male,Translation,8.5
S02113,P122,Female,Male,Translation,9.7
S00556,P034,Female,Female,Engineering,6.6
S01819,P106,Male,Female,Translation,9.1
S01916,P112,Female,Female,Translation,5.2
S01189,P069,Female,Male,Law,6.4
S01330,P076,Female,Male,Law,7.6
S00822,P050,Male,Male,Engineering,9.1
S01188,P068,Male,Male,Law,8.5
S02194,P126,Female,Male,Translation,7.7
S01647,P093,Male,Female,Humanities,7.2
S01867,P110,Female,Female,Translation,7.7
S01804,P105,Female,Male,Humanities,9.1
S00618,P038,Male,Male,Engineering,6.8
S00453,P027,Female,Male,Economics,5.9
S02118,P122,Male,Male,Translation,6.8
S01165,P066,Male,Female,Law,9.1
S02052,P119,Male,Female,Translation,6.2
S01710,P099,Male,Male,Humanities,6.5
S00979,P058,Male,Female,Law,8.3
S01564,P089,Female,Female,Humanities,7.9
S00514,P031,Male,Female,Engineering,8.7
S01777,P103,Male,Male,Humanities,8.8
S01324,P075,Female,Male,Law,7.2
S00929,P056,Female,Male,Engineering,7.4
S01244,P071,Female,Male,Law,8.1
S00848,P052,Male,Male,Engineering,7.4
S01276,P073,Male,Male,Law,6.6
S00569,P035,Female,Female,Engineering,6.4
S00510,P031,Female,Female,Engineering,6.9
S01693,P097,Male,Male,Humanities,7.0
S00177,P010,Female,Female,Economics,6.8
S00781,P047,Female,Male,Engineering,9.9
S00470,P028,Male,Male,Economics,6.9
S00995,P059,Male,Female,Law,6.5
S02085,P121,Female,Male,Translation,6.9
S01040,P061,Male,Female,Law,10.0
S02029,P118,Male,Female,Translation,9.1
S01959,P115,Female,Female,Translation,7.1
S00841,P052,Female,Male,Engineering,9.1
S01995,P117,Female,Female,Translation,10.0
S00509,P031,Female,Female,Engineering,7.0
S01126,P065,Female,Female,Law,7.9
S00619,P038,Male,Male,Engineering,8.3
S02026,P118,Male,Female,Translation,10.0
S00590,P037,Female,Male,Engineering,8.0
S02149,P124,Male,Male,Translation,7.7
S01071,P063,Female,Female,Law,9.3
S01973,P116,Female,Female,Translation,7.2
S00680,P041,Male,Male,Engineering,9.4
S01736,P100,Male,Male,Humanities,7.3
S00959,P057,Male,Female,Law,8.8
S02143,P124,Female,Male,Translation,7.5
S00403,P023,Male,Male,Economics,9.3
S01641,P093,Female,Female,Humanities,8.3
S01994,P117,Female,Female,Translation,8.0
S01264,P072,Female,Male,Law,7.8
S01010,P060,Female,Female,Law,8.2
S00987,P059,Female,Female,Law,6.4
S00243,P014,Male,Male,Economics,7.0
S02032,P118,Male,Female,Translation,7.7
S01796,P105,Female,Male,Humanities,8.2
S01023,P061,Female,Female,Law,9.2
S01273,P073,Female,Male,Law,6.1
S01076,P063,Female,Female,Law,8.1
S00492,P030,Female,Male,Economics,8.4
S00451,P027,Female,Male,Economics,6.5
S01873,P110,Female,Female,Translation,8.7
S00809,P049,Male,Male,Engineering,8.8
S00704,P042,Female,Male,Engineering,6.2
S00907,P055,Female,Male,Engineering,7.7
S02146,P124,Female,Male,Translation,6.1
S01590,P090,Male,Female,Humanities,5.6
S01747,P101,Male,Male,Humanities,8.1
S00982,P058,Male,Female,Law,7.8
S01413,P079,Male,Male,Law,6.3
S00525,P032,Female,Female,Engineering,7.7
S01499,P085,Male,Female,Humanities,9.4
S00076,P005,Female,Female,Economics,8.4
S01898,P111,Male,Female,Translation,7.7
S00023,P002,Female,Female,Economics,4.8
S01261,P072,Female,Male,Law,7.4
S01131,P065,Female,Female,Law,7.1
S01619,P092,Female,Female,Humanities,9.4
S02051,P119,Male,Female,Translation,6.5
S01782,P104,Female,Male,Humanities,10.0
S00065,P004,Male,Female,Economics,6.8
S00147,P008,Female,Female,Economics,8.6
S00345,P019,Male,Male,Economics,4.4
S02044,P119,Female,Female,Translation,6.7
S01822,P107,Female,Female,Translation,8.2
S00307,P017,Male,Male,Economics,7.9
S00598,P037,Male,Male,Engineering,8.5
S00673,P041,Female,Male,Engineering,7.9
S01837,P108,Female,Female,Translation,6.9
S00476,P029,Female,Male,Economics,6.6
S01246,P072,Female,Male,Law,8.6
S00326,P018,Male,Male,Economics,7.7
S00961,P057,Male,Female,Law,7.2
S02212,P127,Female,Male,Translation,7.6
S01308,P075,Female,Male,Law,7.5
S01758,P102,Female,Male,Humanities,9.3
S00969,P058,Female,Female,Law,9.2
S00319,P018,Male,Male,Economics,7.8
S01655,P094,Female,Female,Humanities,8.3
S00094,P005,Male,Female,Economics,10.0
S00794,P048,Female,Male,Engineering,7.0
S01838,P108,Male,Female,Translation,7.5
S00245,P014,Male,Male,Economics,7.4
S01118,P064,Male,Female,Law,9.1
S01048,P061,Male,Female,Law,9.0
S01216,P070,Female,Male,Law,7.6
S01139,P065,Female,Female,Law,8.7
S00061,P004,Female,Female,Economics,6.4
S01659,P095,Female,Female,Humanities,8.0
S00586,P036,Male,Male,Engineering,10.0
S00888,P054,Female,Male,Engineering,7.5
S02161,P125,Female,Male,Translation,9.8
S01779,P103,Male,Male,Humanities,7.8
S00422,P025,Female,Male,Economics,6.3
S01369,P077,Male,Male,Law,8.7
S00070,P004,Male,Female,Economics,6.1
S00050,P003,Female,Female,Economics,5.8
S00606,P038,Female,Male,Engineering,8.8
S01030,P061,Female,Female,Law,10.0
S00419,P025,Female,Male,Economics,5.9
S01473,P083,Male,Female,Humanities,6.4
S02102,P121,Female,Male,Translation,7.4
S02062,P120,Female,Female,Translation,6.9
S00031,P002,Male,Female,Economics,4.4
S01977,P116,Male,Female,Translation,7.6
S02209,P127,Female,Male,Translation,7.6
S00225,P013,Male,Male,Economics,7.1
S00921,P055,Male,Male,Engineering,8.4
S01215,P070,Female,Male,Law,8.1
S00046,P003,Female,Female,Economics,6.6
S00081,P005,Female,Female,Economics,6.4
S00048,P003,Female,Female,Economics,6.6
S01069,P063,Female,Female,Law,7.8
S01668,P096,Female,Female,Humanities,9.4
S01433,P081,Female,Female,Humanities,8.4
S00253,P015,Male,Male,Economics,9.0
S01673,P096,Male,Female,Humanities,9.0
S00374,P021,Female,Male,Economics,7.7
S00944,P056,Male,Male,Engineering,6.6
